"id","sex","smoking","alcohol","people_main","political","personal_main"
"5911089","female","not specified","not specified","not specified","not specified","not specified"
"4310156","male","not specified","not specified","not specified","not specified","not specified"
"1430679","female","not specified","not specified","not specified","not specified","not specified"
"5335960","male","not specified","not specified","not specified","not specified","not specified"
"5653057","female","not specified","not specified","not specified","not specified","not specified"
"6525202","female","not specified","not specified","not specified","not specified","not specified"
"1721488","female","not specified","not specified","not specified","not specified","not specified"
"7237605","male","not specified","not specified","not specified","not specified","not specified"
"9044646","female","not specified","not specified","not specified","not specified","not specified"
"4472903","female","not specified","not specified","not specified","not specified","not specified"
"4274466","female","not specified","not specified","not specified","not specified","not specified"
"1467040","female","not specified","not specified","not specified","not specified","not specified"
"3129042","female","not specified","not specified","not specified","not specified","not specified"
"8137376","female","not specified","not specified","not specified","not specified","not specified"
"7657910","male","not specified","not specified","not specified","not specified","not specified"
"4159072","male","not specified","not specified","not specified","not specified","not specified"
"2475469","female","not specified","not specified","not specified","not specified","not specified"
"2076030","female","not specified","not specified","not specified","not specified","not specified"
"8314753","female","not specified","not specified","not specified","Moderate","not specified"
"6416999","male","not specified","not specified","not specified","not specified","not specified"
"1161290","male","not specified","not specified","not specified","not specified","not specified"
"2395440","male","not specified","not specified","courage and persistance","not specified","not specified"
"7009832","male","not specified","not specified","not specified","not specified","not specified"
"626217","male","not specified","not specified","not specified","not specified","not specified"
"2027538","male","not specified","not specified","not specified","not specified","not specified"
"9216765","male","not specified","not specified","not specified","not specified","not specified"
"734822","male","not specified","not specified","not specified","Apathetic","not specified"
"9940713","female","not specified","not specified","not specified","not specified","not specified"
"8093966","female","not specified","not specified","not specified","not specified","not specified"
"9320108","male","very negative","compromisable","kindness and honesty","not specified","not specified"
"8725426","female","not specified","not specified","not specified","not specified","not specified"
"5683203","female","not specified","not specified","not specified","Moderate","not specified"
"6267296","male","not specified","not specified","not specified","Liberal","not specified"
"5273532","female","not specified","not specified","not specified","not specified","not specified"
"2102280","male","not specified","not specified","not specified","not specified","not specified"
"7546890","female","not specified","not specified","not specified","not specified","not specified"
"8041931","female","not specified","not specified","not specified","not specified","not specified"
"7581060","male","not specified","not specified","not specified","not specified","not specified"
"6672861","female","not specified","not specified","not specified","not specified","not specified"
"5422650","male","not specified","not specified","not specified","not specified","not specified"
"7359586","male","not specified","not specified","not specified","not specified","not specified"
"1602427","male","not specified","not specified","not specified","not specified","not specified"
"2427951","male","not specified","not specified","not specified","Liberal","not specified"
"1944884","male","not specified","not specified","not specified","not specified","not specified"
"7210036","male","not specified","not specified","not specified","not specified","not specified"
"8975941","female","not specified","not specified","not specified","not specified","not specified"
"9006872","male","not specified","not specified","not specified","not specified","not specified"
"8202670","male","not specified","not specified","not specified","not specified","not specified"
"3876161","male","not specified","not specified","not specified","not specified","not specified"
"4013505","male","not specified","not specified","not specified","not specified","not specified"
"9282642","female","not specified","not specified","not specified","not specified","not specified"
"8762917","male","not specified","not specified","not specified","not specified","not specified"
"1824904","male","not specified","not specified","not specified","not specified","not specified"
"9266821","male","not specified","not specified","not specified","not specified","not specified"
"3061084","female","not specified","not specified","not specified","not specified","not specified"
"7994353","female","not specified","not specified","not specified","not specified","not specified"
"8550716","female","not specified","not specified","not specified","not specified","not specified"
"6793542","female","not specified","not specified","not specified","not specified","not specified"
"4270728","male","not specified","not specified","not specified","not specified","not specified"
"2940289","female","not specified","not specified","not specified","Moderate","not specified"
"7035236","female","not specified","not specified","not specified","not specified","not specified"
"4864780","female","not specified","not specified","not specified","not specified","not specified"
"7409302","female","not specified","not specified","not specified","Moderate","not specified"
"4222458","male","not specified","not specified","not specified","not specified","not specified"
"1423837","female","negative","positive","kindness and honesty","not specified","not specified"
"5075602","female","not specified","not specified","not specified","not specified","not specified"
"2736217","male","not specified","not specified","not specified","not specified","not specified"
"530867","female","not specified","not specified","not specified","not specified","not specified"
"3141159","male","not specified","not specified","not specified","Moderate","not specified"
"261366","male","not specified","not specified","not specified","not specified","not specified"
"7958203","male","not specified","not specified","not specified","not specified","not specified"
"7100757","male","not specified","not specified","not specified","not specified","not specified"
"9350495","female","not specified","not specified","not specified","not specified","not specified"
"7351564","female","not specified","not specified","not specified","not specified","not specified"
"6399929","female","not specified","not specified","not specified","not specified","not specified"
"9256595","female","neutral","neutral","kindness and honesty","Moderate","not specified"
"2248462","male","not specified","not specified","not specified","Apathetic","not specified"
"679403","male","not specified","not specified","not specified","not specified","not specified"
"5858369","male","not specified","not specified","not specified","not specified","not specified"
"6640021","male","not specified","not specified","not specified","not specified","not specified"
"334159","female","not specified","not specified","not specified","not specified","not specified"
"236417","female","not specified","not specified","not specified","Moderate","not specified"
"2089603","male","not specified","not specified","not specified","not specified","not specified"
"1511258","male","not specified","not specified","not specified","not specified","not specified"
"4538020","female","not specified","not specified","not specified","not specified","not specified"
"7206499","female","not specified","not specified","not specified","not specified","not specified"
"6005245","male","not specified","not specified","not specified","Communist","not specified"
"3253270","male","not specified","not specified","not specified","not specified","not specified"
"7431923","female","not specified","not specified","not specified","Liberal","not specified"
"4317082","male","not specified","not specified","not specified","not specified","not specified"
"2413112","male","not specified","not specified","not specified","not specified","not specified"
"5063565","female","not specified","not specified","not specified","Monarchist","not specified"
"1553074","male","not specified","not specified","not specified","not specified","not specified"
"8601239","female","not specified","not specified","not specified","not specified","not specified"
"8652961","male","not specified","not specified","not specified","Monarchist","not specified"
"2312364","male","not specified","not specified","not specified","not specified","not specified"
"38905","female","not specified","not specified","not specified","not specified","not specified"
"7768619","female","not specified","not specified","not specified","not specified","not specified"
"1026512","male","not specified","not specified","not specified","not specified","not specified"
"4440249","female","not specified","not specified","not specified","not specified","not specified"
"6087770","female","not specified","not specified","not specified","Liberal","not specified"
"2384758","male","not specified","not specified","not specified","not specified","not specified"
"7934888","male","not specified","not specified","not specified","not specified","not specified"
"7565302","female","not specified","not specified","not specified","not specified","not specified"
"9051600","male","not specified","not specified","not specified","not specified","not specified"
"4904182","female","not specified","not specified","not specified","not specified","not specified"
"3478451","male","negative","neutral","humor and love for life","not specified","not specified"
"5531546","male","not specified","not specified","not specified","not specified","not specified"
"4198778","female","not specified","not specified","not specified","not specified","not specified"
"8118737","male","not specified","not specified","not specified","not specified","not specified"
"415903","female","not specified","not specified","not specified","not specified","not specified"
"1808009","female","not specified","not specified","not specified","not specified","not specified"
"7096171","female","not specified","not specified","not specified","not specified","not specified"
"4920330","female","not specified","not specified","not specified","not specified","not specified"
"2527853","female","not specified","not specified","not specified","Apathetic","not specified"
"5752994","female","not specified","not specified","not specified","not specified","not specified"
"6250825","male","not specified","not specified","not specified","Conservative","not specified"
"5821964","female","not specified","not specified","not specified","not specified","not specified"
"8623020","male","not specified","not specified","not specified","not specified","not specified"
"8437172","male","not specified","not specified","not specified","not specified","not specified"
"2846218","male","not specified","not specified","not specified","Communist","not specified"
"3548658","male","not specified","not specified","not specified","not specified","not specified"
"2506006","female","not specified","not specified","not specified","not specified","not specified"
"5363855","female","not specified","not specified","not specified","not specified","not specified"
"2823673","female","not specified","not specified","not specified","not specified","not specified"
"8969895","female","not specified","not specified","not specified","not specified","not specified"
"2634281","male","not specified","not specified","not specified","not specified","not specified"
"2271035","male","not specified","not specified","not specified","not specified","not specified"
"7269083","male","compromisable","neutral","humor and love for life","Moderate","not specified"
"5962938","female","not specified","not specified","not specified","not specified","not specified"
"2164205","female","not specified","not specified","not specified","not specified","not specified"
"67224","female","not specified","not specified","not specified","not specified","not specified"
"1528410","male","not specified","not specified","not specified","not specified","not specified"
"3250687","female","not specified","not specified","not specified","Apathetic","not specified"
"4127982","female","not specified","not specified","not specified","not specified","not specified"
"1990171","male","not specified","not specified","not specified","not specified","not specified"
"3791790","female","not specified","not specified","not specified","not specified","not specified"
"2652967","female","not specified","not specified","not specified","not specified","not specified"
"891764","female","not specified","not specified","not specified","not specified","not specified"
"4764424","female","not specified","not specified","not specified","Moderate","not specified"
"4516635","female","not specified","not specified","not specified","not specified","not specified"
"7436410","female","not specified","not specified","not specified","not specified","not specified"
"7911470","male","not specified","not specified","not specified","not specified","not specified"
"1701763","female","not specified","not specified","not specified","not specified","not specified"
"9742850","female","not specified","not specified","not specified","Moderate","not specified"
"5187469","male","not specified","not specified","not specified","not specified","not specified"
"4192844","male","not specified","not specified","not specified","not specified","not specified"
"7623133","female","not specified","not specified","not specified","not specified","not specified"
"5920263","male","not specified","not specified","not specified","Apathetic","not specified"
"4186206","male","not specified","not specified","not specified","Apathetic","not specified"
"1995231","female","not specified","not specified","not specified","not specified","not specified"
"1580068","male","not specified","not specified","not specified","Moderate","not specified"
"7596168","male","not specified","not specified","not specified","not specified","not specified"
"5347407","male","not specified","not specified","not specified","Ultraconservative","not specified"
"7486941","male","not specified","not specified","not specified","not specified","not specified"
"7570404","female","not specified","not specified","not specified","not specified","not specified"
"5897944","female","not specified","not specified","not specified","not specified","not specified"
"1312497","female","not specified","not specified","not specified","not specified","not specified"
"6336943","female","not specified","not specified","not specified","not specified","not specified"
"7682406","male","not specified","not specified","not specified","not specified","not specified"
"8284499","male","not specified","not specified","not specified","not specified","not specified"
"3571244","male","not specified","not specified","not specified","not specified","not specified"
"6588185","female","not specified","not specified","not specified","not specified","not specified"
"5667111","female","not specified","not specified","not specified","not specified","not specified"
"8257843","female","not specified","not specified","not specified","not specified","not specified"
"3851244","female","not specified","not specified","not specified","not specified","not specified"
"4706047","male","not specified","not specified","not specified","not specified","not specified"
"3766663","male","negative","negative","kindness and honesty","Moderate","not specified"
"7990017","male","not specified","not specified","not specified","not specified","not specified"
"6033236","female","not specified","not specified","not specified","not specified","not specified"
"6221990","female","not specified","not specified","not specified","not specified","not specified"
"1457573","female","not specified","not specified","not specified","not specified","not specified"
"2688707","female","not specified","not specified","not specified","not specified","not specified"
"7980933","male","not specified","not specified","not specified","not specified","not specified"
"2067535","female","not specified","not specified","not specified","not specified","not specified"
"6387239","female","not specified","not specified","not specified","not specified","not specified"
"3772282","male","not specified","not specified","not specified","not specified","not specified"
"4447397","female","not specified","not specified","not specified","not specified","not specified"
"8967198","male","not specified","not specified","not specified","not specified","not specified"
"1343794","male","not specified","not specified","not specified","not specified","not specified"
"3210864","male","negative","neutral","not specified","Moderate","not specified"
"1610000","female","not specified","not specified","not specified","not specified","not specified"
"7357554","male","not specified","not specified","not specified","not specified","not specified"
"2257682","male","not specified","not specified","not specified","not specified","not specified"
"7565639","male","not specified","not specified","not specified","not specified","not specified"
"2100426","male","not specified","not specified","not specified","not specified","not specified"
"1284181","male","not specified","not specified","not specified","not specified","not specified"
"965875","female","not specified","not specified","not specified","not specified","not specified"
"1095597","male","not specified","not specified","not specified","not specified","not specified"
"3972077","male","not specified","not specified","not specified","not specified","not specified"
"3654266","male","not specified","not specified","not specified","not specified","not specified"
"3732781","male","not specified","not specified","not specified","not specified","not specified"
"4295748","male","not specified","not specified","not specified","Liberal","not specified"
"1524239","male","not specified","not specified","not specified","not specified","not specified"
"4443356","male","not specified","not specified","not specified","not specified","not specified"
"4247572","female","not specified","not specified","not specified","not specified","not specified"
"4493949","female","not specified","not specified","not specified","not specified","not specified"
"9382809","male","not specified","not specified","not specified","not specified","not specified"
"1802178","female","not specified","not specified","not specified","not specified","not specified"
"6556266","female","not specified","not specified","not specified","not specified","not specified"
"6422918","male","not specified","not specified","not specified","not specified","not specified"
"1315032","female","not specified","not specified","not specified","not specified","not specified"
"1972315","male","not specified","not specified","not specified","not specified","not specified"
"1808704","female","not specified","not specified","not specified","Apathetic","not specified"
"895606","male","not specified","not specified","not specified","not specified","not specified"
"5205671","female","not specified","not specified","not specified","not specified","not specified"
"9042736","female","not specified","not specified","not specified","not specified","not specified"
"5740962","female","not specified","not specified","not specified","not specified","not specified"
"4527732","female","not specified","not specified","not specified","not specified","not specified"
"3083460","female","not specified","not specified","not specified","not specified","not specified"
"6835883","male","not specified","not specified","not specified","not specified","not specified"
"5482810","female","not specified","not specified","not specified","Apathetic","not specified"
"3797673","female","not specified","not specified","not specified","not specified","not specified"
"1302296","female","not specified","not specified","not specified","not specified","not specified"
"280457","female","not specified","not specified","not specified","not specified","not specified"
"7819388","male","not specified","not specified","not specified","Apathetic","not specified"
"201173","female","not specified","not specified","not specified","not specified","not specified"
"3823670","female","not specified","not specified","not specified","not specified","not specified"
"6207189","male","not specified","not specified","not specified","Apathetic","not specified"
"2195033","male","not specified","not specified","not specified","not specified","not specified"
"3357503","female","not specified","not specified","not specified","not specified","not specified"
"80462","male","not specified","not specified","not specified","not specified","not specified"
"1118502","female","not specified","not specified","not specified","not specified","not specified"
"8195440","female","not specified","not specified","not specified","not specified","not specified"
"5345677","male","not specified","not specified","not specified","not specified","not specified"
"9513765","male","not specified","not specified","not specified","not specified","not specified"
"6054813","male","not specified","not specified","not specified","not specified","not specified"
"2628619","male","not specified","not specified","not specified","Conservative","not specified"
"2289415","female","not specified","not specified","not specified","not specified","not specified"
"7540135","female","not specified","not specified","not specified","Moderate","not specified"
"9334399","female","not specified","not specified","not specified","Conservative","not specified"
"9803320","male","not specified","not specified","not specified","not specified","not specified"
"2084359","female","not specified","not specified","not specified","not specified","not specified"
"2645704","male","not specified","not specified","not specified","not specified","not specified"
"6427610","male","not specified","not specified","not specified","not specified","not specified"
"8405648","female","not specified","not specified","not specified","not specified","not specified"
"9649993","male","not specified","not specified","not specified","not specified","not specified"
"1619921","male","not specified","not specified","not specified","not specified","not specified"
"94825","male","not specified","not specified","not specified","not specified","not specified"
"7901127","male","not specified","not specified","not specified","not specified","not specified"
"8577705","male","not specified","not specified","not specified","not specified","not specified"
"7201202","male","not specified","not specified","not specified","not specified","not specified"
"5531055","male","not specified","not specified","not specified","Liberal","not specified"
"1545038","female","not specified","not specified","not specified","not specified","not specified"
"300932","female","not specified","not specified","not specified","Liberal","not specified"
"5128722","female","not specified","not specified","not specified","not specified","not specified"
"8682395","male","not specified","not specified","not specified","not specified","not specified"
"2782765","female","not specified","not specified","kindness and honesty","not specified","not specified"
"3211425","male","not specified","not specified","not specified","not specified","not specified"
"3220924","male","not specified","not specified","not specified","not specified","not specified"
"3030012","male","not specified","not specified","not specified","not specified","not specified"
"3285164","male","not specified","not specified","not specified","not specified","not specified"
"7252116","female","not specified","not specified","not specified","not specified","not specified"
"9324718","male","not specified","not specified","not specified","Apathetic","not specified"
"1608056","female","not specified","not specified","not specified","not specified","not specified"
"499714","female","not specified","not specified","not specified","not specified","not specified"
"5098433","male","not specified","not specified","not specified","not specified","not specified"
"600158","female","very negative","neutral","kindness and honesty","Monarchist","not specified"
"8352246","female","not specified","not specified","not specified","not specified","not specified"
"5597867","female","not specified","not specified","not specified","not specified","not specified"
"1727904","female","not specified","not specified","not specified","not specified","not specified"
"8703889","male","not specified","not specified","not specified","not specified","not specified"
"8498917","female","not specified","not specified","not specified","not specified","not specified"
"6053123","male","not specified","not specified","not specified","not specified","not specified"
"7187879","male","not specified","not specified","not specified","not specified","not specified"
"474722","male","not specified","not specified","not specified","not specified","not specified"
"346492","male","not specified","not specified","not specified","not specified","not specified"
"1308354","male","not specified","not specified","not specified","not specified","not specified"
"9844794","male","not specified","not specified","not specified","Moderate","not specified"
"5075038","male","not specified","not specified","not specified","not specified","not specified"
"2408455","male","not specified","not specified","not specified","Socialist","not specified"
"3010364","female","not specified","not specified","not specified","not specified","not specified"
"2768651","male","not specified","not specified","not specified","not specified","not specified"
"1152088","male","not specified","not specified","not specified","not specified","not specified"
"6870245","male","not specified","not specified","kindness and honesty","not specified","not specified"
"7406953","male","not specified","not specified","not specified","not specified","not specified"
"8531817","male","not specified","not specified","not specified","not specified","not specified"
"2729993","female","compromisable","positive","humor and love for life","Moderate","not specified"
"3364862","female","not specified","not specified","not specified","not specified","not specified"
"501053","female","not specified","not specified","not specified","not specified","not specified"
"2181450","male","not specified","not specified","not specified","not specified","not specified"
"1390961","female","not specified","not specified","not specified","not specified","not specified"
"9452783","female","not specified","not specified","not specified","not specified","not specified"
"8231904","male","neutral","neutral","intellect and creativity","Ultraconservative","not specified"
"2097146","female","not specified","not specified","not specified","not specified","not specified"
"6420879","male","not specified","not specified","not specified","not specified","not specified"
"5200801","female","very negative","not specified","wealth and power","not specified","not specified"
"2437274","male","not specified","not specified","not specified","not specified","not specified"
"1564025","male","not specified","not specified","not specified","not specified","not specified"
"7087897","male","not specified","not specified","not specified","not specified","not specified"
"9538121","female","not specified","not specified","not specified","not specified","not specified"
"2735167","male","not specified","not specified","not specified","not specified","not specified"
"4530858","female","not specified","not specified","not specified","not specified","not specified"
"7266015","male","not specified","not specified","not specified","not specified","not specified"
"4446954","male","not specified","not specified","not specified","Apathetic","not specified"
"4498481","male","not specified","not specified","not specified","not specified","not specified"
"4800382","male","not specified","not specified","not specified","not specified","not specified"
"5770208","male","not specified","not specified","not specified","not specified","not specified"
"6757135","female","not specified","not specified","not specified","not specified","not specified"
"6377549","male","not specified","not specified","not specified","not specified","not specified"
"7898214","female","not specified","not specified","not specified","not specified","not specified"
"7540124","male","not specified","not specified","not specified","not specified","not specified"
"8695520","female","not specified","not specified","not specified","not specified","not specified"
"7967250","male","not specified","not specified","not specified","not specified","not specified"
"188941","female","not specified","not specified","not specified","not specified","not specified"
"4483832","female","not specified","not specified","humor and love for life","Apathetic","not specified"
"7540242","male","not specified","not specified","not specified","not specified","not specified"
"5468942","male","not specified","not specified","not specified","not specified","not specified"
"1632842","male","not specified","not specified","not specified","not specified","not specified"
"6502227","male","not specified","not specified","not specified","not specified","not specified"
"3781841","female","not specified","not specified","not specified","not specified","not specified"
"1358740","male","not specified","not specified","not specified","not specified","not specified"
"6237681","male","not specified","not specified","not specified","not specified","not specified"
"9192680","male","not specified","not specified","not specified","not specified","not specified"
"7238201","female","not specified","not specified","not specified","not specified","not specified"
"8842836","male","not specified","not specified","not specified","not specified","not specified"
"7875816","female","not specified","not specified","not specified","not specified","not specified"
"7156217","female","not specified","not specified","not specified","not specified","not specified"
"8700219","female","not specified","not specified","not specified","not specified","not specified"
"4242607","male","not specified","not specified","not specified","not specified","not specified"
"6286152","male","not specified","not specified","not specified","not specified","not specified"
"894960","male","not specified","not specified","not specified","not specified","not specified"
"5429142","male","not specified","not specified","not specified","not specified","not specified"
"5061945","male","not specified","not specified","not specified","not specified","not specified"
"6361073","female","not specified","not specified","not specified","not specified","not specified"
"1423247","male","not specified","not specified","not specified","not specified","not specified"
"8566743","male","not specified","not specified","not specified","not specified","not specified"
"789327","male","not specified","not specified","not specified","Liberal","not specified"
"7184063","male","not specified","not specified","not specified","not specified","not specified"
"3337468","female","not specified","not specified","not specified","not specified","not specified"
"6747542","female","not specified","not specified","not specified","not specified","not specified"
"3732424","male","not specified","not specified","not specified","not specified","not specified"
"3371705","male","not specified","not specified","not specified","Socialist","not specified"
"860338","male","not specified","not specified","not specified","not specified","not specified"
"3511321","female","not specified","not specified","not specified","not specified","not specified"
"8901590","female","not specified","not specified","not specified","not specified","not specified"
"6633849","female","not specified","not specified","not specified","not specified","not specified"
"7671621","female","not specified","not specified","not specified","not specified","not specified"
"311985","male","not specified","not specified","not specified","not specified","not specified"
"2974715","male","not specified","not specified","not specified","not specified","not specified"
"1898048","male","not specified","not specified","not specified","not specified","not specified"
"7840203","female","not specified","not specified","not specified","not specified","not specified"
"5212728","female","not specified","not specified","not specified","not specified","not specified"
"8099002","male","not specified","not specified","not specified","not specified","not specified"
"1473394","female","not specified","not specified","not specified","not specified","not specified"
"9558674","male","not specified","not specified","not specified","not specified","not specified"
"3068379","female","not specified","not specified","not specified","not specified","not specified"
"2313245","male","not specified","not specified","not specified","not specified","not specified"
"63924","male","very negative","not specified","not specified","Conservative","not specified"
"9171906","male","not specified","not specified","not specified","not specified","not specified"
"2900835","female","not specified","not specified","not specified","not specified","not specified"
"8176144","female","not specified","not specified","not specified","not specified","not specified"
"42772","male","not specified","not specified","not specified","not specified","not specified"
"218266","male","not specified","not specified","not specified","not specified","not specified"
"5457934","male","not specified","not specified","not specified","not specified","not specified"
"9949030","female","not specified","not specified","not specified","not specified","not specified"
"3744222","male","not specified","not specified","not specified","not specified","not specified"
"602469","male","not specified","not specified","not specified","not specified","not specified"
"6168879","male","not specified","not specified","not specified","not specified","not specified"
"8520874","male","not specified","not specified","not specified","not specified","not specified"
"1743074","female","not specified","not specified","not specified","not specified","not specified"
"4256064","female","not specified","not specified","not specified","not specified","not specified"
"6156439","male","not specified","not specified","not specified","not specified","not specified"
"5448371","female","not specified","not specified","not specified","Moderate","not specified"
"2841880","male","not specified","not specified","not specified","not specified","not specified"
"3272312","female","not specified","not specified","not specified","not specified","not specified"
"5427469","male","not specified","not specified","not specified","not specified","not specified"
"6721316","female","not specified","not specified","not specified","not specified","not specified"
"3775454","female","not specified","not specified","not specified","not specified","not specified"
"3983977","female","not specified","not specified","not specified","not specified","not specified"
"7690258","female","not specified","not specified","not specified","not specified","not specified"
"5591455","male","negative","negative","not specified","Monarchist","not specified"
"4512475","female","not specified","not specified","not specified","not specified","not specified"
"3271034","male","not specified","not specified","not specified","not specified","not specified"
"7699278","male","not specified","not specified","not specified","Moderate","not specified"
"875803","female","not specified","not specified","not specified","not specified","not specified"
"3273890","male","not specified","not specified","not specified","not specified","not specified"
"2663411","female","not specified","not specified","not specified","not specified","not specified"
"5534145","female","not specified","not specified","not specified","not specified","not specified"
"1471727","male","not specified","not specified","not specified","not specified","not specified"
"8614108","female","not specified","not specified","not specified","not specified","not specified"
"5486807","male","not specified","not specified","not specified","not specified","not specified"
"7684571","male","not specified","not specified","not specified","not specified","not specified"
"5503909","male","not specified","not specified","not specified","not specified","not specified"
"2463914","female","not specified","not specified","not specified","not specified","not specified"
"657215","female","not specified","not specified","not specified","not specified","not specified"
"8251867","male","not specified","not specified","not specified","not specified","not specified"
"2572690","female","not specified","not specified","not specified","not specified","not specified"
"2491186","male","not specified","not specified","not specified","not specified","not specified"
"3408176","female","not specified","not specified","not specified","not specified","not specified"
"3716182","male","not specified","not specified","not specified","not specified","not specified"
"6572606","female","not specified","not specified","not specified","Apathetic","not specified"
"3422687","male","not specified","not specified","not specified","not specified","not specified"
"3105592","female","not specified","not specified","not specified","not specified","not specified"
"1991943","female","not specified","not specified","not specified","not specified","not specified"
"203282","female","not specified","not specified","not specified","not specified","not specified"
"5736239","male","not specified","not specified","not specified","not specified","not specified"
"5638290","female","not specified","not specified","not specified","not specified","not specified"
"9029851","female","not specified","not specified","not specified","not specified","not specified"
"26774","female","not specified","not specified","not specified","not specified","not specified"
"4855771","female","not specified","not specified","not specified","not specified","not specified"
"6789394","male","not specified","not specified","not specified","not specified","not specified"
"9697961","male","not specified","not specified","not specified","not specified","not specified"
"7222604","female","not specified","not specified","not specified","not specified","not specified"
"4383154","female","not specified","not specified","not specified","not specified","not specified"
"6783847","male","not specified","not specified","not specified","Moderate","not specified"
"8365359","female","not specified","not specified","not specified","not specified","not specified"
"7892940","female","not specified","not specified","not specified","not specified","not specified"
"4473261","male","not specified","not specified","not specified","Moderate","not specified"
"5712454","female","not specified","not specified","not specified","not specified","not specified"
"2817801","female","not specified","not specified","not specified","not specified","not specified"
"2446213","female","not specified","not specified","not specified","not specified","not specified"
"8493926","female","not specified","not specified","not specified","not specified","not specified"
"2602788","female","not specified","not specified","not specified","not specified","not specified"
"7616434","female","not specified","not specified","not specified","not specified","not specified"
"6060123","male","not specified","not specified","not specified","not specified","not specified"
"8021399","female","not specified","not specified","not specified","Apathetic","not specified"
"3746542","female","not specified","not specified","not specified","not specified","not specified"
"6949739","female","not specified","not specified","not specified","not specified","not specified"
"4582625","male","not specified","not specified","not specified","not specified","not specified"
"1299071","female","not specified","not specified","not specified","not specified","not specified"
"6784433","female","not specified","not specified","not specified","not specified","not specified"
"9920118","female","not specified","not specified","not specified","not specified","not specified"
"2776184","male","not specified","not specified","not specified","not specified","not specified"
"845948","male","not specified","not specified","not specified","not specified","not specified"
"7530771","female","not specified","not specified","not specified","Moderate","not specified"
"8467128","female","not specified","not specified","not specified","not specified","not specified"
"4812979","male","not specified","not specified","not specified","not specified","not specified"
"614919","male","not specified","not specified","not specified","not specified","not specified"
"9672971","male","not specified","negative","kindness and honesty","Communist","not specified"
"2504618","female","not specified","not specified","not specified","not specified","not specified"
"4311264","female","not specified","not specified","not specified","not specified","not specified"
"2914591","male","not specified","not specified","not specified","not specified","not specified"
"65768","female","not specified","not specified","not specified","not specified","not specified"
"3209617","female","not specified","not specified","not specified","not specified","not specified"
"3080840","male","not specified","not specified","not specified","not specified","not specified"
"953686","male","not specified","not specified","not specified","not specified","not specified"
"1889296","male","not specified","not specified","not specified","not specified","not specified"
"1653824","male","not specified","not specified","not specified","not specified","not specified"
"7216610","female","not specified","not specified","not specified","not specified","not specified"
"6907486","female","not specified","not specified","not specified","not specified","not specified"
"6101309","female","not specified","not specified","not specified","not specified","not specified"
"5167967","male","not specified","not specified","not specified","not specified","not specified"
"1841285","male","not specified","not specified","not specified","not specified","not specified"
"6334136","female","not specified","not specified","not specified","not specified","not specified"
"2695570","female","not specified","not specified","not specified","not specified","not specified"
"5763251","female","not specified","not specified","not specified","not specified","not specified"
"738894","male","not specified","not specified","not specified","not specified","not specified"
"8324539","male","not specified","not specified","not specified","Moderate","not specified"
"9609823","male","compromisable","compromisable","intellect and creativity","Monarchist","not specified"
"5887842","female","not specified","not specified","not specified","not specified","not specified"
"5544156","male","not specified","not specified","not specified","not specified","not specified"
"213692","female","not specified","not specified","not specified","not specified","not specified"
"3069876","female","neutral","not specified","kindness and honesty","not specified","not specified"
"213490","male","not specified","not specified","not specified","not specified","not specified"
"4170820","female","not specified","not specified","not specified","not specified","not specified"
"3621702","male","not specified","not specified","not specified","not specified","not specified"
"9432328","male","not specified","not specified","not specified","not specified","not specified"
"6208546","male","not specified","not specified","not specified","not specified","not specified"
"2559744","male","not specified","not specified","not specified","not specified","not specified"
"5680261","male","not specified","not specified","not specified","not specified","not specified"
"527711","male","not specified","not specified","not specified","not specified","not specified"
"5580998","male","not specified","not specified","not specified","not specified","not specified"
